User ID,Studying,animals,cooking,culture,dogs,education,fitness,food,healthy eating,public speaking,science,soccer,studying,technology,tennis,travel,veganism,clusters
e0e16358-f850-4085-bc5a-ed8e6a4b2ec1,0,4,2,2,5,3,1,3,0,2,5,3,0,2,0,4,4,0
e206e31b-5f85-4964-b6ea-d7ee5324def1,0,6,5,2,2,4,2,3,0,3,6,1,1,2,3,2,1,3
e2377b94-f06a-49ed-a266-377c4b07e980,0,3,4,1,0,3,1,2,2,1,3,5,0,1,2,7,1,1
e32722f4-69b1-4aff-b13b-8928ea08fd6a,0,5,4,2,0,3,6,1,7,2,3,3,4,2,1,4,1,4
e3417115-6e56-4f55-a4ae-70353582a8c4,0,5,2,3,2,1,2,1,2,3,2,3,1,5,3,3,1,3
e377a5c2-0378-4684-b7d1-5d80e04243ed,0,4,2,2,1,3,1,1,2,0,2,2,0,3,2,4,3,3
e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,0,2,2,1,6,3,1,1,5,2,1,0,2,3,0,3,3,2
e57c1d53-11ce-4df6-bb4b-85647776fd6d,0,5,3,0,0,1,0,1,1,1,0,1,3,0,0,2,3,4
e69d9ade-20e5-4e31-bc70-5a46556c530f,0,1,1,4,2,2,0,2,3,2,3,3,1,1,2,1,1,2
e6a52b6a-20ec-4b09-bbb7-4a1138014985,0,2,3,2,1,0,3,0,4,1,3,2,4,4,1,2,4,2
e74edcea-5db4-4412-a4ce-eb7c5adc314a,1,1,5,3,1,0,3,1,1,3,2,3,3,0,2,5,2,1
e79a2e98-57b4-4469-8da4-87f338460d42,0,0,0,4,3,2,2,1,2,2,2,3,2,2,1,2,1,2
e8493c32-7f6f-4e57-a691-cf0df6f015c9,0,8,0,2,0,2,3,0,4,0,1,3,1,1,3,5,1,3
e8849148-1482-4926-9f28-a537630b9ba2,0,5,1,2,2,2,1,7,2,1,2,3,2,2,3,1,0,0
e89d4cb0-3bec-43b8-8060-719983fe68a9,0,2,4,2,2,2,5,1,1,2,4,5,3,2,3,0,2,4
e8c9386c-8fbc-40cc-9587-ccb912ec5c10,0,3,1,3,2,1,2,3,3,1,4,6,2,0,1,5,1,1
eb74e88c-1bf5-402f-987e-90a5977ae1e3,0,2,2,3,3,6,1,1,4,1,2,1,1,0,5,0,3,2
ec2729db-9794-466e-93ba-a19402e16bef,0,5,2,2,1,2,0,3,1,2,2,2,1,1,2,3,3,3
ed1c744d-8561-4b41-b83c-7bf554fbca97,0,4,1,2,2,3,3,2,4,1,1,2,1,0,4,3,1,3
ed3494e3-695b-4068-a725-09c6cdf92d63,0,3,2,5,1,1,3,2,2,2,2,2,4,0,0,2,1,2
ed5e1675-94a8-482c-8b43-1b9bb71d0495,1,2,2,2,3,4,6,4,0,0,0,1,4,2,0,3,3,2
ef147ea5-9696-44d5-b6c2-a43f62fd8ce2,0,2,2,4,3,1,3,2,2,2,3,3,1,0,1,6,2,1
ef56931b-540b-4166-9090-73ae48ac8d97,0,2,1,2,0,4,1,1,4,2,3,3,1,5,3,7,3,1
ef629f00-391d-4a79-af74-77a9afdbbd41,0,3,2,5,5,1,2,5,1,3,2,1,0,1,3,3,1,0
eff1e86a-8ede-4a41-818b-9442e3181ee3,0,5,1,5,2,2,2,0,4,2,2,3,2,2,2,5,0,3
f02267ef-8974-43f5-9a2f-03d2c8ec22ca,0,3,3,2,2,3,3,4,0,1,3,2,5,2,2,5,1,1
f0ef81ec-85b1-4475-ae60-aa7d373088aa,0,0,4,1,2,2,1,3,3,1,1,1,1,0,4,1,2,4
f11e8adf-a550-4e7a-ab81-dbccd952dff8,0,3,5,2,4,3,2,1,3,2,5,0,0,0,3,1,2,4
f182f7d5-e202-4e89-832e-02205dd2ff02,0,3,4,2,3,3,3,0,2,7,4,0,2,4,4,2,2,4
f25dc445-de4a-47ee-92a4-0ff29c56656d,0,2,3,5,2,3,0,2,0,1,4,1,2,2,1,5,1,1
f2a3b679-edc8-4b0e-9793-995ef2e100f2,0,5,1,4,3,2,3,1,2,0,4,0,0,1,3,1,4,3
f3eb7ee0-7788-43a0-9686-1c399260b17e,0,1,2,1,1,2,4,2,6,3,2,3,4,0,2,2,4,2
f41d30f1-50c3-419c-a2d8-9043c7e568ca,0,1,3,2,0,3,1,4,1,1,1,2,3,2,5,3,1,1
f46eee2a-6024-4046-a6f4-5232366edb87,0,1,3,4,7,0,5,5,2,3,4,3,3,0,2,3,1,0
f4ed8f9c-5eac-4d77-a206-c60afda2921a,1,4,4,2,1,1,7,3,3,0,4,1,0,8,1,5,1,3
f50ac030-3af8-4e07-aacf-dccff353b8f6,1,2,3,2,2,3,0,4,0,2,3,1,1,2,2,7,2,1
f5d9a26e-986d-4d8e-a1c9-69493fb64736,0,3,2,5,2,4,2,2,2,6,2,2,3,0,2,4,2,1
f62c96d8-5b1e-45c6-8a65-b36a9387827d,0,2,2,3,5,2,1,0,5,1,2,2,3,0,2,3,2,2
f717de6d-2b64-4ef9-855d-ff1c9460c3fe,0,2,0,3,4,3,2,3,2,3,3,2,1,1,1,2,2,2
f73a01fe-444d-4b94-8d0e-4ec2cb97495b,0,4,6,6,0,3,0,1,0,3,5,2,6,2,2,2,0,4
f7785ec1-7383-4815-8206-80de7c05fdf9,0,4,2,3,1,2,0,0,4,1,3,3,0,4,1,3,1,3
f7d73e35-248c-4369-9e4d-1f38bea06a5f,0,1,2,3,3,1,2,4,2,3,1,1,2,3,1,1,1,0
f86853a2-acda-4319-a50c-03f014248042,0,0,3,4,1,2,2,4,1,2,4,5,1,3,5,5,2,1
f8926cfa-7036-4929-b5db-925c26daea1a,0,3,1,2,3,6,3,6,2,0,2,2,1,3,1,0,3,0
f9775602-43ab-4d54-ad93-7c9a489879bc,0,4,3,2,2,2,3,3,5,1,3,1,2,2,0,2,2,4
f9ecf6a2-8402-43b3-bf22-8cd54394ea02,0,1,1,1,2,1,0,4,1,1,3,2,0,3,6,3,3,0
fa16aabb-fac3-4310-b19c-ce7021eb825b,0,3,1,1,1,1,1,2,3,2,3,1,1,0,5,5,1,1
fa3e42f0-71d8-455f-b024-e52d5c27a145,1,5,2,2,6,3,3,2,2,2,2,2,4,3,1,2,2,2
fb4654ff-ce23-4a77-b52a-50f8948b5664,0,4,2,1,1,2,3,3,2,1,4,3,2,3,3,4,1,3
fc17ca61-7c66-4ceb-8504-32f58b438b45,0,1,2,2,2,4,2,5,1,1,2,2,2,2,3,0,1,0
fc709c94-7491-4753-ad53-dfee49823a2f,0,1,2,2,2,1,2,4,3,2,4,2,2,4,2,2,1,0
fd4da61a-5102-4311-8b9f-2ec57bfac6b1,0,2,1,2,1,1,4,2,6,2,4,0,2,2,3,3,1,2
fd7396b2-a18b-449c-b326-e676aebd7776,0,1,1,1,2,2,2,2,2,0,2,4,3,1,1,1,5,2
fdbaec82-bc98-47b8-8fe6-4aec7524e8e3,0,3,4,4,2,0,2,1,0,2,1,2,1,0,3,2,2,4
fe0e2711-bad0-4a0a-90fa-b2d9e8c773a8,0,5,2,4,4,3,2,1,4,2,3,2,2,3,2,5,3,3
fe15963d-0a77-4247-9bc6-04e146b826b2,0,1,4,3,1,4,2,7,3,1,2,4,0,3,1,4,2,0
fe1c151b-1a95-43fa-9a4c-f3214adba852,0,5,2,2,1,1,1,3,3,2,2,6,1,5,3,0,2,0
fe224147-e893-4178-b46e-b12f22bd7ed1,0,6,4,2,3,1,2,3,3,2,3,1,3,0,0,3,1,4
fe37b2b4-ee09-4caf-aff5-fd15f6f083a1,0,2,2,1,2,1,1,1,3,2,2,5,5,3,2,2,4,2
ffdb3615-516c-422f-aa24-a137e3027d3a,0,3,3,5,2,0,4,2,2,0,3,1,2,1,2,5,2,1
